SubjNum,Name,Start Time,End Time,Days of Week,Room,Building
NEUR599,Thesis Research,ARRANGED,,,,
NPRE100,Orientation to NPRE,3:30 PM,4:50 PM,R,3025,Campus Instructional Facility
NPRE200,"Mathematics for Nuclear, Plasma, and Radiological Engineering",9:30 AM,10:50 AM,TR,1038,Campus Instructional Facility
NPRE201,Energy Systems,4:00 PM,5:50 PM,MTWR,3217,Everitt Laboratory
NPRE247,Modeling Nuclear Energy System,10:00 AM,10:50 AM,MWF,3018,Campus Instructional Facility
NPRE321,Introduction to Plasmas and Applications,3:30 PM,4:50 PM,TR,3018,Campus Instructional Facility
NPRE330,Materials in Nuclear Engineering,1:00 PM,1:50 PM,MWF,3018,Campus Instructional Facility
NPRE397,Independent Study,ARRANGED,,,,
NPRE402,Nuclear Power Engineering,8:00 AM,8:50 AM,MWF,4025,Campus Instructional Facility
NPRE423,Plasma Laboratory,4:00 PM,7:50 PM,M,,
NPRE432,Nuclear Engrg Materials Lab,1:00 PM,2:50 PM,R,201,Talbot Laboratory
NPRE435,Radiological Imaging,2:00 PM,2:50 PM,MWF,3018,Campus Instructional Facility
NPRE445,Interaction of Radiation with Matter,11:00 AM,12:50 PM,MW,4039,Campus Instructional Facility
NPRE448,Nuclear Syst Engrg &amp; Design,9:00 AM,10:50 AM,TR,3025,Campus Instructional Facility
NPRE451,NPRE Laboratory,5:00 PM,8:50 PM,W,101B,Talbot Laboratory
NPRE452,Advanced Radiological Science Lab,5:00 PM,8:50 PM,T,,
NPRE457,Safety Anlys Nucl Reactor Syst,3:00 PM,3:50 PM,MWF,4039,Campus Instructional Facility
NPRE461,Probabilistic Risk Assessment,ARRANGED,,,,
NPRE481,Writing on Technol &amp; Security,11:00 AM,12:20 PM,TR,2035,Campus Instructional Facility
NPRE498,Special Topics,12:30 PM,1:50 PM,TR,2018,Campus Instructional Facility
NPRE501,Fundamentals of Nuclear Engrg,9:00 AM,10:50 AM,TR,2018,Campus Instructional Facility
NPRE527,Plasma Technology of Gaseous Electronics,2:00 PM,3:50 PM,MW,1304,Siebel Center for Comp Sci
NPRE554,Independent Lab Investigations,ARRANGED,,,,
NPRE595,Student Research Seminar,ARRANGED,,,,
NPRE596,Seminar in Nuclear Sci &amp; Engrg,4:00 PM,4:50 PM,T,,
NPRE597,Independent Study,ARRANGED,,,,
NPRE598,Special Topics,10:00 AM,11:50 AM,MW,1038,Campus Instructional Facility
NPRE599,Thesis Research,ARRANGED,,,,
NRES100,Fundamentals of Env Sci,ARRANGED,,,,
NRES102,Introduction to NRES,1:00 PM,1:50 PM,R,2083,Natural History Building
NRES103,The Great Lakes - Freshwater Wonder at Risk,ARRANGED,,,,
NRES201,Introductory Soils,1:00 PM,3:50 PM,M,W25,Turner Hall
NRES210,Environmental Economics,10:00 AM,10:50 AM,F,313,Mumford Hall
NRES219,Applied Ecology,9:00 AM,9:50 AM,MWF,149,National Soybean Res Ctr
NRES220,Communicating Agriculture,12:30 PM,1:50 PM,TR,242,Bevier Hall
NRES224,Social Justice and Environment,2:00 PM,3:20 PM,TR,1002,Lincoln Hall
NRES242,Nature and American Culture,ARRANGED,,,,
NRES270,Applied Entomology,2:00 PM,3:50 PM,M,W9,Turner Hall
NRES285,Field Experience,6:30 PM,8:30 PM,W,,
NRES287,Environment and Society,3:30 PM,4:50 PM,TR,60,Lincoln Avenue Residence Hall
NRES293,Professional Internship,ARRANGED,,,,
NRES294,Resident Internship,ARRANGED,,,,
NRES295,Undergrad Research or Thesis,ARRANGED,,,,
NRES302,Dendrology,1:00 PM,4:50 PM,R,W9,Turner Hall
NRES310,Natural Resource Economics,10:00 AM,10:50 AM,F,107,Animal Sciences Laboratory
NRES330,Environmental Communications,2:00 PM,3:20 PM,TR,307,Gregory Hall
NRES348,Fish and Wildlife Ecology,10:00 AM,10:50 AM,MWF,149,National Soybean Res Ctr
NRES351,Introduction to Environmental Chemistry,3:30 PM,4:50 PM,TR,W109,Turner Hall
NRES352,Plant Genetics,3:00 PM,4:50 PM,R,W121,Turner Hall
NRES368,Vertebrate Natural History,2:00 PM,4:50 PM,T,4074,Natural History Building
NRES396,UG Honors Research or Thesis,ARRANGED,,,,
NRES403,Watersheds and Water Quality,11:00 AM,12:15 PM,TR,M205,Turner Hall
NRES406,Fluvial Geomorphology,9:00 AM,10:50 AM,TR,214,Davenport Hall
NRES409,Fishery Ecol and Conservation,11:00 AM,11:50 AM,MWF,302,Architecture Building
NRES416,Forest Biology,6:30 PM,9:30 PM,W,,
NRES418,Wetland Ecology &amp; Management,1:00 PM,1:50 PM,MWF,W223,Turner Hall
NRES419,Env and Plant Ecosystems,11:00 AM,11:50 AM,MWF,W203,Turner Hall
NRES440,Applied Statistical Methods I,3:30 PM,4:50 PM,TR,149,National Soybean Res Ctr
NRES454,GIS in Natural Resource Mgmt,12:30 PM,3:20 PM,W,29/30,"ACES Lib, Info & Alum Ctr"
NRES462,Ecosystem Ecology,11:00 AM,12:20 PM,TR,2020B,Natural History Building
NRES472,Environmental Psychology,4:30 PM,6:20 PM,TR,,
NRES477,Introduction to Remote Sensing,11:00 AM,12:20 PM,TR,,
NRES499,Special Topics,6:30 PM,8:30 PM,W,,
NRES500,Graduate Seminar,3:00 PM,4:20 PM,F,W109,Turner Hall
NRES501,Special Problems,ARRANGED,,,,
NRES512,Discussions in NRES,12:00 PM,12:50 PM,F,W223,Turner Hall
NRES593,Statistical Methods in Ecology,10:00 AM,10:50 AM,TR,29/30,"ACES Lib, Info & Alum Ctr"
NRES594,NRES Professional Orientation,1:30 PM,2:50 PM,F,W109,Turner Hall
NRES598,Experimental Graduate Courses,2:30 PM,4:50 PM,M,W121,Turner Hall
NRES599,Thesis Research,ARRANGED,,,,
NS100,Leadership Laboratory,6:00 AM,8:50 AM,W,136,Armory
NS101,Introduction to Naval Science,9:00 AM,9:50 AM,TR,370,Armory
NS120,Intro to US Armed Forces,12:30 PM,1:50 PM,TR,134,Armory
NS303,Leadership and Management,8:00 AM,9:20 AM,MF,337,Armory
NS305,Introduction to Naval Engineering,8:00 AM,9:20 AM,TR,384,Armory
NS307,Navigation/Naval Operations II,11:00 AM,12:20 PM,TR,148,Armory
NS323,Maneuver Warfare Fundamentals,8:00 AM,9:20 AM,TR,337,Armory
NUTR420,Nutritional Aspects of Disease,9:30 AM,10:50 AM,TR,131,Animal Sciences Laboratory
NUTR422,Companion Animal Nutrition,2:00 PM,2:50 PM,MWF,131,Animal Sciences Laboratory
NUTR424,Pet Food &amp; Feed Manufacturing,3:30 PM,4:50 PM,TR,292,Animal Sciences Laboratory
NUTR426,Biochemical Nutrition I,ARRANGED,,,,
NUTR428,Community Nutrition,12:30 PM,1:50 PM,TR,131,Animal Sciences Laboratory
NUTR440,Applied Statistical Methods I,3:30 PM,4:50 PM,TR,149,National Soybean Res Ctr
NUTR500,Nutritional Sciences Seminar,4:00 PM,4:50 PM,W,150,Animal Sciences Laboratory
NUTR510,Topics in Nutrition Research,5:30 PM,6:50 PM,R,,
NUTR521,Molecular Basis of Metabolic Syndrome and Weight Management,9:00 AM,9:50 AM,MW,328,Bevier Hall
NUTR523,Techniques in Animal Nutrition,2:30 PM,4:20 PM,TR,107,Animal Sciences Laboratory
NUTR527,Advanced Vitamins and Minerals: Regulations of Metabolism,9:30 AM,10:50 AM,TR,103,Bevier Hall
NUTR580,"Ethics in Research, IRB and IACUC",2:00 PM,3:20 PM,TR,144,Bevier Hall
NUTR591,Animal Sciences Seminar,1:00 PM,1:50 PM,T,,
NUTR593,Individual Topics in Nutrition,ARRANGED,,,,
NUTR599,Thesis Research,ARRANGED,,,,
PATH290,Undergraduate Research,ARRANGED,,,,
PATH433,Virology &amp; Viral Pathogenesis,2:00 PM,3:20 PM,TR,136,Burrill Hall
PATH517,Principle/Method Epidemiology,12:30 PM,1:50 PM,TR,214,Davenport Hall
PATH519,Mechanisms Viral Pathogenesis,9:00 AM,12:00 PM,W,,
PATH520,Applied Epidemiology,2:00 PM,3:20 PM,TR,145,Armory
PATH527,Parasitology/Epidemiology Sem,12:00 PM,12:50 PM,T,,
PATH542,Ocular Pathology,8:00 AM,8:50 AM,R,ARR,Vet Med Basic Sciences Bldg
PATH545,Vet Diagnostic Path 1,ARRANGED,,,,Vet Med Basic Sciences Bldg
PATH546,Vet Diagnostic Path 2,ARRANGED,,,,Vet Med Basic Sciences Bldg
PATH547,Pathology Seminar,9:00 AM,10:00 AM,M,1220,Vet Med Basic Sciences Bldg
PATH551,Interpretive Cytopathology,ARRANGED,,,,
PATH552,Diagnostic Cytology,ARRANGED,,,,
PATH556,Exotic/Wild Animal Diag Path 1,ARRANGED,,,,
PATH557,Exotic/Wild Animal Diag Path 2,ARRANGED,,,,
PATH558,Exotic/Wild Animal Path Sem,ARRANGED,,,,
PATH559,Surgical Pathology,ARRANGED,,,,Vet Med Basic Sciences Bldg
PATH560,Spatial Epidemiology,10:00 AM,11:50 AM,W,338,Davenport Hall
PATH575,Vet Info Tech/Computer App,ARRANGED,,,,
PATH576,Communication Vet Consultation,ARRANGED,,,,
PATH577,Vet Leadership Organ Behavior,ARRANGED,,,,
PATH578,Veterinary Business Management,ARRANGED,,,,
PATH579,Adv Concept Swine Health Med 1,ARRANGED,,,,
PATH590,Seminar,ARRANGED,,,,
PATH592,Special Problems,ARRANGED,,,,
PATH596,Interdisciplinary Tox Sem,12:00 PM,12:50 PM,F,3526,Vet Med Basic Sciences Bldg
PATH598,Non-Thesis Research,ARRANGED,,,,
PATH599,Thesis Research,ARRANGED,,,,
PATH629,Emergency Preparedness and Response to Foreign Animal Diseases,ARRANGED,,,,
PATH644,Bioscientific Writing,ARRANGED,,,,
PATH692,Special Problems,ARRANGED,,,,
PERS201,Elementary Persian I,11:00 AM,11:50 AM,F,G23,Foreign Languages Building
PERS403,Intermediate Persian I,1:00 PM,1:50 PM,R,G17,Foreign Languages Building
PHIL100,Intro to Philosophy-ACP,10:00 AM,10:50 AM,F,156,English Building
PHIL101,Introduction to Philosophy,10:00 AM,10:50 AM,F,236,Wohlers Hall
PHIL102,Logic and Reasoning,ARRANGED,,,,
PHIL103,Logic and Reasoning QR II,11:00 AM,11:50 AM,F,204,Transportation Building
PHIL104,Intro to Ethics-ACP,10:00 AM,10:50 AM,F,1048,Foreign Languages Building
PHIL105,Introduction to Ethics,9:30 AM,10:50 AM,TR,207,Gregory Hall
PHIL107,Intro to Political Philosophy,10:00 AM,10:50 AM,MWF,207,Gregory Hall
PHIL108,Religion &amp; Society in West I,11:00 AM,12:20 PM,TR,,
PHIL110,World Religions,12:00 PM,12:50 PM,R,113,David Kinley Hall
PHIL199,Undergraduate Open Seminar,ARRANGED,,,,
PHIL202,Symbolic Logic,ARRANGED,,,,
PHIL203,Ancient Philosophy,2:00 PM,3:20 PM,MW,319,Gregory Hall
PHIL206,Early Modern Philosophy,9:30 AM,10:45 AM,TR,218,Ceramics Building
PHIL210,Ethics,11:00 AM,12:15 PM,TR,136,Davenport Hall
PHIL214,Biomedical Ethics,1:00 PM,1:50 PM,MWF,1136,Foreign Languages Building
PHIL222,Philosophical Foundations of Computer Science,12:30 PM,1:45 PM,TR,319,Gregory Hall
PHIL307,Elmnts Semantics &amp; Pragmatics,10:00 AM,10:50 AM,F,G20,Foreign Languages Building
PHIL316,Ethics and Engineering,11:00 AM,12:20 PM,TR,329,Gregory Hall
PHIL390,Individual Study,ARRANGED,,,,
PHIL410,Classical Ancient Philosophers,11:00 AM,12:15 PM,TR,166,Wohlers Hall
PHIL411,Nineteenth Century Philosophy,5:00 PM,6:20 PM,MW,327,Gregory Hall
PHIL412,Classical Modern Philosophers,3:30 PM,4:50 PM,TR,310,David Kinley Hall
PHIL419,"Space, Time, and Matter-ACP",1:00 PM,1:50 PM,MWF,158,Loomis Laboratory
PHIL420,"Space, Time, and Matter",1:00 PM,1:50 PM,MWF,158,Loomis Laboratory
PHIL421,Ethical Theories,12:30 PM,1:45 PM,TR,107,Animal Sciences Laboratory
PHIL425,Philosophy of Mind,9:35 AM,10:50 AM,TR,325,David Kinley Hall
PHIL430,Theory of Knowledge,11:00 AM,11:50 AM,MWF,2200,Sidney Lu Mech Engr Bldg
PHIL433,Evolutionary Neuroscience,9:30 AM,10:50 AM,TR,120,Architecture Building
PHIL435,Social Philosophy,3:30 PM,4:50 PM,TR,313,Gregory Hall
PHIL458,Advances in Brain and Cognitive Science,3:30 PM,4:50 PM,TR,1002,Lincoln Hall
PHIL471,Contemporary Phil of Science,2:00 PM,3:20 PM,TR,313,Gregory Hall
PHIL477,Philosophy of Psychology,9:00 AM,9:50 AM,MWF,331,Gregory Hall
PHIL492,Thesis,ARRANGED,,,,
PHIL499,Capstone Seminar,9:30 AM,10:50 AM,TR,331,Gregory Hall
PHIL507,Formal Semantics I,11:00 AM,12:20 PM,TR,,
PHIL512,Seminar Social Philosophy,3:30 PM,6:20 PM,M,113,English Building
PHIL513,Seminar Philosophy of Logic,3:30 PM,6:20 PM,R,123,English Building
PHIL514,Seminar in Cognitive Science,3:30 PM,4:50 PM,TR,1002,Lincoln Hall
PHIL521,Seminar Contemporary Problems,3:30 PM,6:20 PM,W,,
PHIL583,Individual Topics,ARRANGED,,,,
PHIL590,Directed Research,ARRANGED,,,,
PHIL599,Thesis Research,ARRANGED,,,,
PHYS100,Thinking About Physics,11:00 AM,11:50 AM,F,35,Campus Instructional Facility
PHYS101,College Physics: Mech &amp; Heat,1:00 PM,1:50 PM,MW,141,Loomis Laboratory
PHYS102,College Physics: E&amp;M &amp; Modern,11:00 AM,11:50 AM,MW,151,Loomis Laboratory
PHYS110,Physics Careers,4:00 PM,4:50 PM,M,151,Loomis Laboratory
PHYS199,Undergraduate Open Seminar,ARRANGED,,,,
PHYS211,University Physics: Mechanics,9:00 AM,9:50 AM,TR,141,Loomis Laboratory
PHYS212,University Physics: Elec &amp; Mag,1:00 PM,1:50 PM,TR,141,Loomis Laboratory
PHYS213,Univ Physics: Thermal Physics,9:00 AM,9:50 AM,MW,141,Loomis Laboratory
PHYS214,Univ Physics: Quantum Physics,9:00 AM,9:50 AM,MWF,141,Loomis Laboratory
PHYS222,Enrichment E &amp; M,5:00 PM,6:50 PM,R,2025,Campus Instructional Facility
PHYS225,Relativity &amp; Math Applications,4:00 PM,4:50 PM,T,151,Loomis Laboratory
PHYS246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,4:00 PM,5:50 PM,R,222,Loomis Laboratory
PHYS325,Classical Mechanics I,12:00 PM,1:20 PM,TR,151,Loomis Laboratory
PHYS326,Classical Mechanics II,11:00 AM,12:20 PM,TR,2055,Sidney Lu Mech Engr Bldg
PHYS329,Atmospheric Dynamics I,10:00 AM,10:50 AM,MWF,1071,Natural History Building
PHYS370,Introduction to Quantum Information and Computing,10:00 AM,11:20 AM,MW,1047,Sidney Lu Mech Engr Bldg
PHYS371,Project Design and Execution in a Physics Context,1:00 PM,4:50 PM,F,276,Loomis Laboratory
PHYS394,Pedagogy and Teaching Physics for Learning Assistants,3:30 PM,4:50 PM,T,222,Loomis Laboratory
PHYS395,Studies on the Pedagogy and Structure of the Physics Learning Assistant Program,ARRANGED,,,,
PHYS401,Classical Physics Lab,3:30 PM,4:20 PM,M,222,Loomis Laboratory
PHYS402,Light,11:00 AM,12:20 PM,MW,222,Loomis Laboratory
PHYS403,Modern Experimental Physics,1:00 PM,4:50 PM,TR,5105,Engineering Sciences Building
PHYS404,Electronic Circuits,1:00 PM,2:50 PM,MW,222,Loomis Laboratory
PHYS419,"Space, Time, and Matter-ACP",1:00 PM,1:50 PM,MWF,158,Loomis Laboratory
PHYS420,"Space, Time, and Matter",1:00 PM,1:50 PM,MWF,158,Loomis Laboratory
PHYS427,Thermal &amp; Statistical Physics,11:00 AM,12:20 PM,MW,,
PHYS435,Electromagnetic Fields I,9:00 AM,9:50 AM,MWF,151,Loomis Laboratory
PHYS436,Electromagnetic Fields II,9:00 AM,9:50 AM,MWF,2055,Sidney Lu Mech Engr Bldg
PHYS466,Atomic Scale Simulations,9:30 AM,10:50 AM,TR,305,Materials Science & Eng Bld
PHYS485,Atomic Phys &amp; Quantum Theory,2:00 PM,3:20 PM,MW,158,Loomis Laboratory
PHYS486,Quantum Physics I,9:30 AM,10:50 AM,TR,2100,Sidney Lu Mech Engr Bldg
PHYS487,Quantum Physics II,12:30 PM,1:50 PM,MW,144,Loomis Laboratory
PHYS496,Communicating in Physics—Writing Papers and Giving Talks,2:00 PM,4:50 PM,F,158,Loomis Laboratory
PHYS497,Individual Study,ARRANGED,,,,
PHYS498,Special Topics in Physics,1:00 PM,4:50 PM,TR,,
PHYS505,Classical Electromagnetism,11:00 AM,12:20 PM,TR,222,Loomis Laboratory
PHYS508,Mathematical Physics I,9:30 AM,10:50 AM,MW,222,Loomis Laboratory
PHYS514,Modern Atomic Physics,12:30 PM,1:50 PM,TR,276,Loomis Laboratory
PHYS540,Astrophysics,11:00 AM,12:20 PM,TR,134,Astronomy Building
PHYS561,Condensed Matter Physics II,11:00 AM,12:20 PM,TR,158,Loomis Laboratory
PHYS565,Theory of Semicond &amp; Devices,1:00 PM,1:50 PM,MWF,3015,Electrical & Computer Eng Bldg
PHYS575,Particle Physics I,11:30 AM,12:50 PM,MW,1047,Sidney Lu Mech Engr Bldg
PHYS580,Quantum Mechanics I,2:00 PM,3:20 PM,MW,144,Loomis Laboratory
PHYS582,General Field Theory,2:30 PM,3:50 PM,MW,218,Ceramics Building
PHYS596,Graduate Physics Orientation,10:00 AM,11:50 AM,F,276,Loomis Laboratory
PHYS597,Individual Study,ARRANGED,,,,
PHYS598,Special Topics in Physics,12:30 PM,1:50 PM,TR,464,Loomis Laboratory
PHYS599,Thesis Research,ARRANGED,,,,
PLPA200,"Plants, Pathogens, and People",ARRANGED,,,,
PLPA395,Undergrad Research or Thesis,ARRANGED,,,,
PLPA405,Plant Disease Diagnosis &amp; Mgmt,6:00 PM,9:00 PM,T,,
POL101,Elementary Polish I,10:00 AM,10:50 AM,MTWR,1126,Foreign Languages Building
POL199,Undergraduate Open Seminar,ARRANGED,,,,
POL201,Second Yr Polish I,11:00 AM,11:50 AM,MTWR,1038,Foreign Languages Building
PORT150,Writing Brazilians into the U.S.,2:00 PM,3:20 PM,MW,331,Gregory Hall
PORT199,Undergraduate Open Seminar,ARRANGED,,,,
PORT400,Intensive Beginning Portuguese,11:00 AM,12:20 PM,TR,1024,Foreign Languages Building
PORT401,Intensive Intermediate Portuguese,2:00 PM,3:20 PM,TR,G36,Foreign Languages Building
PORT460,Principles of Language Testing,12:30 PM,1:50 PM,TR,G23,Foreign Languages Building
PORT489,Theoretical Foundations of SLA,1:00 PM,1:50 PM,MWF,219,Gregory Hall
PORT571,Proseminar For Lang Tchg,2:00 PM,4:50 PM,F,G30,Foreign Languages Building
PORT584,Theories in Second Language Acquisition,3:00 PM,5:50 PM,W,1136,Foreign Languages Building
PORT588,Sem Second Lang Learn,2:00 PM,3:50 PM,T,321,Gregory Hall
PORT595,Special Topics Port &amp; Braz Lit,ARRANGED,,,,
PORT599,Thesis Research,ARRANGED,,,,
PS100,Intro to Political Science,11:00 AM,11:50 AM,MWF,331,Gregory Hall
PS101,Intro to US Gov &amp; Pol,9:00 AM,9:50 AM,F,115,David Kinley Hall
PS125,Washington Experience,12:00 PM,2:30 PM,F,ARR,Washington DC
PS152,The New Middle East,2:00 PM,2:50 PM,F,111,David Kinley Hall
PS170,"Power, Politics, and Protest",9:00 AM,9:50 AM,F,209,David Kinley Hall
PS199,Undergraduate Open Seminar,12:30 PM,1:50 PM,TR,223,Gregory Hall
PS201,US Racial &amp; Ethnic Politics,ARRANGED,,,,
PS202,Religion &amp; Politics in the US,9:30 AM,10:50 AM,TR,223,Gregory Hall
PS214,American Indian Law &amp; Politics,9:30 AM,10:50 AM,TR,115,David Kinley Hall
PS220,Intro to Public Policy,ARRANGED,,,,
PS231,Strategic Models,10:00 AM,10:50 AM,F,1027,Lincoln Hall
PS240,Intro to Comp Politics,1:00 PM,1:50 PM,F,310,David Kinley Hall
PS243,Pan Africanism,11:00 AM,12:20 PM,TR,1028,Lincoln Hall
PS270,Intro to Political Theory,9:00 AM,9:50 AM,F,307,David Kinley Hall
PS273,Environment and Society,3:30 PM,4:50 PM,TR,60,Lincoln Avenue Residence Hall
PS280,Intro to Intl Relations,ARRANGED,,,,
PS281,Intro to Intl Relations-ACP,12:30 PM,1:50 PM,TR,161,Noyes Laboratory
PS282,Governing Globalization,10:00 AM,10:50 AM,F,106,David Kinley Hall
PS300,Special Topics,11:00 AM,12:20 PM,TR,134,Armory
PS301,The US Constitution I,2:00 PM,3:20 PM,MW,134,Temple Hoyne Buell Hall
PS302,The US Constitution II,9:30 AM,10:50 AM,TR,206,David Kinley Hall
PS305,The US Supreme Court,ARRANGED,,,,
PS312,Politics and the Media,11:00 AM,12:20 PM,TR,1302,Everitt Laboratory
PS321,Principles of Public Policy,5:30 PM,7:30 PM,W,ARR,Washington DC
PS322,Law and Public Policy,4:00 PM,4:50 PM,M,,
PS329,Immigration &amp; Citizenship,12:30 PM,1:50 PM,TR,111,David Kinley Hall
PS345,Gov &amp; Pol of SE Asia,12:30 PM,1:50 PM,TR,115,David Kinley Hall
PS348,Gov &amp; Pol in Western Europe,9:30 AM,10:50 AM,TR,1092,Lincoln Hall
PS353,Gov &amp; Pol of Latin America,11:00 AM,12:20 PM,TR,106,David Kinley Hall
PS359,Government and Politics of East Asia,2:00 PM,3:20 PM,TR,163,Noyes Laboratory
PS371,Classical Political Theory,3:30 PM,4:50 PM,TR,2018,Campus Instructional Facility
PS373,Democratic Theory,12:30 PM,1:50 PM,TR,206,David Kinley Hall
PS374,Future Politics,1:30 PM,2:50 PM,MW,106,David Kinley Hall
PS380,International Cooperation,11:00 AM,12:20 PM,TR,206,David Kinley Hall
PS385,Politics of the European Union,2:00 PM,3:20 PM,MW,209,David Kinley Hall
PS386,International Law,2:00 PM,3:20 PM,MW,223,Gregory Hall
PS390,American Foreign Policy,2:00 PM,3:20 PM,TR,160,English Building
PS393,Diplomatic Studies Practicum,ARRANGED,,,,
PS396,International Conflict,9:30 AM,10:50 AM,MW,1090,Lincoln Hall
PS413,"Sex, Power and Politics",3:00 PM,5:50 PM,R,1020,Lincoln Hall
PS481,Non-State Violent Actors in World Politics,1:30 PM,2:50 PM,MW,206,David Kinley Hall
PS490,Individual Study,ARRANGED,,,,
PS491,Internship,9:00 AM,10:30 AM,F,,
PS494,Junior Honors Seminar,3:30 PM,4:50 PM,TR,219,David Kinley Hall
PS495,Senior Honors Seminar,3:30 PM,4:50 PM,TR,111,David Kinley Hall
PS496,Senior Honors Thesis,ARRANGED,,,,
PS501,Democratic Political Inst I,9:30 AM,11:50 AM,W,404,David Kinley Hall
PS519,Topics in American Politics,9:30 AM,11:50 AM,T,404,David Kinley Hall
PS521,Phil Bases of Pol Inquiry,1:00 PM,3:20 PM,W,404,David Kinley Hall
PS525,Formal Theory I: Game Theory,3:30 PM,5:50 PM,W,404,David Kinley Hall
PS528,Models of Decision and Choice,4:00 PM,6:50 PM,W,11,Psychology Building
PS530,Quant Pol Analysis I,2:00 PM,4:20 PM,M,404,David Kinley Hall
PS546,Comparative Political Behavior,1:00 PM,3:20 PM,T,404,David Kinley Hall
PS584,International Cooperation,1:00 PM,3:20 PM,R,404,David Kinley Hall
PS590,Research in Selected Topics,ARRANGED,,,,
PS596,Evaluating New Research,12:00 PM,1:20 PM,F,302,Architecture Building
PS599,Thesis Research,ARRANGED,,,,
PSM501,PSM Industry Seminar I,5:00 PM,6:20 PM,W,131,Animal Sciences Laboratory
PSM503,PSM Industry Seminar III,5:00 PM,6:20 PM,M,131,Animal Sciences Laboratory
PSM520,Special Topics-Sci &amp; Business,ARRANGED,,,,
PSM555,PSM Internship,ARRANGED,,,,
PSYC100,Intro Psych,9:00 AM,9:50 AM,MWF,1028,Lincoln Hall
PSYC102,Psych Orientation,9:00 AM,9:50 AM,W,21,Psychology Building
PSYC201,Intro to Social Psych,10:00 AM,10:50 AM,MWF,31,Psychology Building
PSYC204,Intro to Brain and Cognition,10:00 AM,10:50 AM,MWF,23,Psychology Building
PSYC207,Psychology of Prejudice and Discrimination,5:00 PM,6:20 PM,TR,23,Psychology Building
PSYC210,Behavioral Neuroscience,11:00 AM,11:50 AM,MWF,100,Gregory Hall
PSYC216,Child Psych,3:30 PM,4:50 PM,TR,112,Gregory Hall
PSYC224,Cognitive Psych,2:00 PM,3:20 PM,TR,66,Library
PSYC225,"Language, Mind, and Brain",1:00 PM,1:50 PM,F,321,Gregory Hall
PSYC230,Perception &amp; Sensory Processes,12:30 PM,1:50 PM,TR,112,Gregory Hall
PSYC235,Intro to Statistics,9:00 AM,9:50 AM,R,219A,Psychology Building
PSYC236,Madness and Modern Society,11:00 AM,11:50 AM,F,214,Davenport Hall
PSYC238,Psychopathology and Problems in Living,11:00 AM,11:50 AM,MWF,142,Psychology Building
PSYC239,Community Psych,12:30 PM,1:50 PM,TR,32,Psychology Building
PSYC245,Industrial Org Psych,11:00 AM,11:50 AM,MWF,23,Psychology Building
PSYC248,Learning and Memory,11:00 AM,12:20 PM,TR,180,Bevier Hall
PSYC250,Psych of Personality,2:00 PM,3:20 PM,TR,,
PSYC290,Research Experience in Psych,ARRANGED,,,,
PSYC311,Behavioral Neuroscience Lab,9:00 AM,11:50 AM,W,258,Psychology Building
PSYC312,Psychology of Race &amp; Ethnicity,11:00 AM,12:20 PM,TR,160,English Building
PSYC313,"Drugs, Brain and Behavior",9:30 AM,10:50 AM,TR,23,Psychology Building
PSYC331,Cognitive Psych Lab,3:00 PM,4:50 PM,MW,219A,Psychology Building
PSYC332,Social Psych Methods Lab,9:00 AM,10:50 AM,TR,453D,Psychology Building
PSYC336,Topics in Clin/Comm Psych,3:30 PM,4:50 PM,TR,207,Psychology Building
PSYC340,Community Projects,4:00 PM,5:45 PM,T,815,Psychology Building
PSYC350,Personality Lab,9:00 AM,10:50 AM,WF,219A,Psychology Building
PSYC363,Developmental Child Psych Lab,10:00 AM,11:50 AM,MW,207,Psychology Building
PSYC396,Intermediate Current Topics in Psychology,ARRANGED,,,,
PSYC403,Memory and Amnesia,3:00 PM,5:20 PM,W,141,Wohlers Hall
PSYC408,Human Behavior Genetics,9:30 AM,10:50 AM,TR,3031,Campus Instructional Facility
PSYC416,African American Psychology,9:30 AM,10:50 AM,TR,111,Gregory Hall
PSYC417,Neuroscience of Eating &amp; Drinking,1:00 PM,2:50 PM,WF,1306,Everitt Laboratory
PSYC420,Theories of Psychotherapy,9:00 AM,11:50 AM,T,1024,Chemistry Annex
PSYC423,Language Acquisition,11:00 AM,12:20 PM,TR,205,Gregory Hall
PSYC425,Psych of Language,11:00 AM,12:20 PM,TR,138,Henry Administration Bldg
PSYC433,Evolutionary Neuroscience,9:30 AM,10:50 AM,TR,120,Architecture Building
PSYC450,Cognitive Psychophysiology,9:30 AM,10:50 AM,TR,1065,Lincoln Hall
PSYC453,Cog Neuroscience of Vision,3:00 PM,4:20 PM,F,11,Psychology Building
PSYC456,Human Performance and Cognition in Context,3:30 PM,4:50 PM,TR,37,Education Building
PSYC465,Personality and Soc Dev,3:00 PM,5:20 PM,W,23,Psychology Building
PSYC468,Psych and Law,12:30 PM,1:50 PM,TR,213,Gregory Hall
PSYC472,Environmental Psychology,4:30 PM,6:20 PM,TR,,
PSYC475,Personnel Psych,11:00 AM,12:20 PM,TR,1306,Everitt Laboratory
PSYC477,Philosophy of Psychology,9:00 AM,9:50 AM,MWF,331,Gregory Hall
PSYC490,Measurement &amp; Test Develop Lab,12:30 PM,1:50 PM,R,219A,Psychology Building
PSYC492,Capstone Undergrad Research,11:00 AM,12:20 PM,T,815,Psychology Building
PSYC494,Advanced Research in Psych,ARRANGED,,,,
